id,source_id,authors,title,year,journal,volume_city,issue_state,start_page,end_page,created_at,updated_at
106,D673,"L. A. Koehlar","Food and Drug Bulletin - N. Dakota State Gen. Beverages",1965,"Bulletin No. 141, June 1965",141,,141,,"2014-05-13 11:52:44","2014-05-13 11:52:44"
107,D3905,"F Khachik, M B Goli, G R Beecher, J Holden, W R Lusby, M D Tenoro, M R Barrera","Effect of food preparation on qualitative and quantitative distribution of major carotenoid constituents of tomatoes and several green vegetables.",1992,"J. Agric Food Chem",40,,390,398,"2014-05-13 11:52:44","2014-05-13 11:52:44"
108,D3909,"C Y Lee","Changes in carotenoid content of carrots during growth and post-harvest storage",1986,"Food Chem",20,,285,293,"2014-05-13 11:52:44","2014-05-13 11:52:44"
109,D3847,"J P Sweeney, A C Marsh","Effects of selected herbicides on provitamin A content of vegetables",1971,"J Agric Food Chem",19,,854,856,"2014-05-13 11:52:44","2014-05-13 11:52:44"
110,D3851,"L H Tonucci, J M Holden, G R Beecher, F Khachik, C S Davis, G Mulokozi","Carotenoid content of thermally processed tomato-based food products.",1995,"J. Agric. Food Chem.",43,,579,586,"2014-05-13 11:52:44","2014-05-13 11:52:44"
111,D3863,"K. Bhaskarachary, D.S. Sankar Rao, Y.G. Deosthale, Vinodini Reddy","Carotene content of some common and less familiar foods of plant origin.",1995,"Food Chemistry",54,,189,193,"2014-05-13 11:52:45","2014-05-13 11:52:45"
112,D3887,"J L Bureau, R J Bushway","HPLC determination of carotenoids in fruits and vegetables in the United States",1986,"J Food Sci",52,,128,130,"2014-05-13 11:52:45","2014-05-13 11:52:45"
113,D3902,"F Khachik, G R Beecher","Application of C-45-beta-carotene as an internal standard for the quantification of carotenoids in yellow/orange vegetables by liquid chromatography",1987,"J Agr Food Chem",35,,732,738,"2014-05-13 11:52:45","2014-05-13 11:52:45"
114,D1191,"I.J. Tinsley, R.R. Lowry","Bromine content of lipids of marine organisms",1980,"American Oil Chemists' Society, Journal",,1,31,33,"2014-05-13 11:52:45","2014-05-13 11:52:45"
115,D4048,"G. Ferland, D. MacDonald, J.A. Sadowski","Development of a diet low in vitamin K (phylloquinone)",1992,"J. American Dietetic Assoc",92,5,593,597,"2014-05-13 11:52:45","2014-05-13 11:52:45"
116,D4068,"T.J. Koivu, V. I. Piironen, P.H. Mattila","Phylloquinone (Vitamin K) in Cereal Products",1997,"Cereal Chemistry",75,1,1,6,"2014-05-13 11:52:45","2014-05-13 11:52:45"
117,D4077,"S.L. Booth, KW Davidson, A.H. Lichtenstein, J.A. Sadowski","Plasma concentration of dihydro-vitamin K following dietary intake of hydrogenated vitamin K-rich vegetable oil",1996,Lipids,31,7,709,713,"2014-05-13 11:52:45","2014-05-13 11:52:45"
118,D4864,"M. Padula, D.B. Rodriguez-Amaya","Characteristics of the carotenoids and assessment of the vitamin A value of Brazilian guavas",1986,"Food Chemistry",20,,11,19,"2014-05-13 11:52:45","2014-05-13 11:52:45"
119,D4961,"Elizabeth Nobmann","Nutrient Value of Alaska Native Foods",1993,,,,,,"2014-05-13 11:52:45","2014-05-13 11:52:45"
120,D5002,"J.D.B. Featherstone, Carol Shields","A Study of Fluoride Intake in New York State Residents",NULL,"New York State Fluoride Analysis Contract - report date 12/1/1988",,,,,"2014-05-13 11:52:45","2014-05-13 11:52:45"
121,D5301,"RD Jackson, EJ Brizendine, SA Kelly, R Hinesley, GK Stookey, AJ Dunipace","The fluoride content of foods and beverages from negligibly and optimally fluoridated communities.",2002,"Community Dental Oral Epidemiology",30,5,382,391,"2014-05-13 11:52:45","2014-05-13 11:52:45"
122,D4281,"L.D. Thompson, L.C. Hoover, H.C. Brittin, W.R. Lan, M.F. Miller, C.K. Wu","Carcass characteristics, composition, palatability, microbiological quality and consumer acceptance of emu meat",1996,"Department of Animal Science and Food Technology, Texas Tech University Research Report",,,,,"2014-05-13 11:52:45","2014-05-13 11:52:45"
123,D4301,"K.D. Pollok, D.S. Hale, R.K. Miller, J.T. Keeton, R. Angel, A. Blue-McLendon","Ostrich Meat industry development: Phase II",1997,"American Ostrich Association, Fort Worth, Texas",,,,,"2014-05-13 11:52:45","2014-05-13 11:52:45"
124,D4561,"H. Fukuba, T. Murota","Determination of tocopherols in foodstuffs, especially nuts and spices, by high-performance liquid chromotography",1985,"Journal of Micronutrient Analysis",1,,93,105,"2014-05-13 11:52:45","2014-05-13 11:52:45"
125,D4761,"K.C. Duester","Avocado fruit is a rich source of beta-sitosterol",2001,"Journal of the American Dietetic Association",101,4,404,404,"2014-05-13 11:52:46","2014-05-13 11:52:46"
126,D4781,"R.J. Pawlosky, V.P. Flanagan, R.F. Doherty","A Mass Spectrometric Validated High-Performance Liquid Chromatography Procedure for the Determination of Folates in Foods",2003,"Journal of Agricultural and Food Chemistry",,,,,"2014-05-13 11:52:46","2014-05-13 11:52:46"
127,D4821,"B. Heuer","Effect of late salinization of chia (Salvia hispanica), stock (Matthiola tricuspidata) and evening primrose (Oenothera biennis) on their oil content and quality",2002,"Industrial Crops and Products",15,,163,167,"2014-05-13 11:52:46","2014-05-13 11:52:46"
128,D6881,"M.M. Delgado-Zamarreno, M. Bustamante-Rangel, A. Sanchez-Perez, J. Hernandez-Mendez","Analysis of vitamin D isomers in seeds & nuts with & without coupled hydrolysis by liquid chromatography & coulometric detection",2001,"J. Chromatogr. A.",935,,77,86,"2014-05-13 11:52:46","2014-05-13 11:52:46"
129,D7321,"A. Askar, H.J. Bielig","Selenium content of food consumed by Egyptians",1983,"Food Chemistry",10,,231,234,"2014-05-13 11:52:46","2014-05-13 11:52:46"
130,D6522,"J. Lehmann, Daniel H. Putnam, A.A. Qureshi","Vitamin E isomers in grain amaranths (Amaranthus spp.)",1994,"Lipids. American Oil Chemists' Society",29,3,177,181,"2014-05-13 11:52:46","2014-05-13 11:52:46"
131,D6401,"M. Ozcan","Determination of the mineral compositions of some selected oil-bearing seeds & kernels using Inductively Coupled Plasma Atomic Emmission Spectrometry (ICP-AES)",2006,"Grasas y Aceites",57,2,,,"2014-05-13 11:52:46","2014-05-13 11:52:46"
132,D6321,"Katherine Phillips, D.M. Ruggio, M. Ashraf-Khorassani","Phytosterol composition of nuts and seeds commonly consumed in the United States",2005,"Journal of Agricultural and Food Chemistry",53,,9436,9445,"2014-05-13 11:52:46","2014-05-13 11:52:46"
133,D6341,"V. I. Piironen, J. Toivo, Riitta Puupponen-Pimia, A.-M. Lampi","Plant sterols in vegetables, fruits and berries",2003,"Journal of the Science of Food and Agriculture",83,,330,337,"2014-05-13 11:52:46","2014-05-13 11:52:46"
134,D6481,"M. Kaufman, Z. Wiesman","Pomegranate oil analysis with emphasis on MALDI-TOF/MS triacylglycerol fingerprinting",2007,"Journal of Agricultural and Food Chemistry",55,,10405,10413,"2014-05-13 11:52:46","2014-05-13 11:52:46"
135,D7341,"M Fox, C Rayner, P Wu","Amino Acid composition of Australian foods",1988,"Food Technology in Australia",40,,320,323,"2014-05-13 11:52:46","2014-05-13 11:52:46"
136,D642," Consumer Reports","Orange Drink Mixes",1977,"Consumer Reports",,Jan,68,70,"2014-05-13 11:52:46","2014-05-13 11:52:46"
137,D1107,"M.E. Stansby","Chemical Characteristics of fish caught in the northwest Pacific Oceans.",1976,"Marine Fish Rev.",38,9,1,11,"2014-05-13 11:52:46","2014-05-13 11:52:46"
138,D614,"L. Hook, I.K. Brandt","Copper content of some low-copper foods",1966,"Journal of the American Dietetic Association",49,3,202,203,"2014-05-13 11:52:46","2014-05-13 11:52:46"
139,D3313," Hunter","PP Document Number 2031005",1993,,,,,,"2014-05-13 11:52:46","2014-05-13 11:52:46"
140,D3775,"J,L, Rosado et al","Dietary Fiber in Mexican Foods",1993,"Journal of Food Composition and Analysis",6,3,215,222,"2014-05-13 11:52:47","2014-05-13 11:52:47"
141,D657,"W. J. Hurst, R. A. Martin, B. L. Zoumas","Application of HPLC to Characterization of Individual CHO in Foods",1979,"Journal of Food Science",44,3,892,,"2014-05-13 11:52:47","2014-05-13 11:52:47"
142,D3849,"I R Stewart","Provitamin A and carotenoid content of citrus juices",1977,"J Agric Food Chem",25,,1132,1137,"2014-05-13 11:52:47","2014-05-13 11:52:47"
143,D3853,"Y Wu, A K Perry, B P Klein","Vitamin C and beta-carotene in fresh and frozen green beans and broccoli in a simulated system.",1992,"J. Food Quality",15,2,87,96,"2014-05-13 11:52:47","2014-05-13 11:52:47"
144,D4050,"M.J. Shearer, C. Bolton-Smith","The UK Food Data-Base for Vitamin K and Why We Need It",1999,"Food Chemistry",68,,213,218,"2014-05-13 11:52:47","2014-05-13 11:52:47"
145,D4053,"A.C. Shovic","Nutrient composition of abiyuch and rowal fruits",1999,"Tropical Science",39,,159,161,"2014-05-13 11:52:47","2014-05-13 11:52:47"
146,D4073,"E. Jakob, I. Elmadfa","Rapid and simple HPLC analysis of vitamin K in food, tissues and blood",2000,"Food Chemistry",68,,219,221,"2014-05-13 11:52:47","2014-05-13 11:52:47"
147,D5001,"Donald Taves","Dietary Intake of Fluoride Ashed (total fluoride) v. Unashed (inorganic fluoride) Analysis of Individual Foods",1983,"British Journal of Nutrition",49,,295,301,"2014-05-13 11:52:47","2014-05-13 11:52:47"
148,D5083,"Carmen Cabrera, Fuensanta Lloris, Rafael Gimenez, Manuel Olalla, M. Carmen Lopez","Mineral content in legumes and nuts: contribution to the Spanish dietary intake.",2003,"The Science of the Total Environment",308,,1,14,"2014-05-13 11:52:47","2014-05-13 11:52:47"
149,D4282,"L.D. Thompson","Nutritional composition of six muscles from yearling emus",1997,"Department of Animal Science and Food Technology Research Report, Texas Tech University",,,,,"2014-05-13 11:52:47","2014-05-13 11:52:47"
150,D4701,"M. Murkovic","Development of an Austrian carotenoid database",2000,"Journal of Food Composition and Analysis",13,,435,440,"2014-05-13 11:52:47","2014-05-13 11:52:47"
151,D4861,"I.P. Ting","Chia: a potential oil crop for arid zones",1990,"New Industrial Crops and Products",,,197,200,"2014-05-13 11:52:47","2014-05-13 11:52:47"
152,D7101,"J. L. Montgomery, F. C. Parrish, D. C. Beitz, R. L. Horst, E. J. Huff-Lonergan, A. H. Trenkle","The use of vitamin D3 to improve beef tenderness.",2000,"J. Animal Science",78,,2615,2621,"2014-05-13 11:52:47","2014-05-13 11:52:47"
153,D6521,"A.S. Colmenares De Ruiz, R. Bressani","Effect of germination on the chemical composition and nutritive value of amaranth grain",1990,"Cereal Chemistry",67,6,519,522,"2014-05-13 11:52:47","2014-05-13 11:52:47"
154,D739,"J.H. Hankin, S. Margen, N. Goldsmith","Contribution of Hard Water to Calcium and Magnesium Intakes of Adults",1970,"Journal of the American Dietetic Association",56,3,212,224,"2014-05-13 11:52:47","2014-05-13 11:52:47"
155,D2793,"D.T. Gordon, G.L. Roberts, D.M. Hernty","Thiamin, Riboflavin, and Niacin content and stability in Pacific coast seafoods.",1979,"Journal of Agricultural and Food Chemistry",27,3,483,490,"2014-05-13 11:52:48","2014-05-13 11:52:48"
156,D3410,"A.W. Lantz","Use of chilled sea water in place of ice in transporting fish",1953,"Fisheries Research Board of Canada, Progress Reports of the Pacific Coast Stations",95,,39,44,"2014-05-13 11:52:48","2014-05-13 11:52:48"
157,D3766,"V Chaudhary, F Weber","Barley bran flour evaluated as dietary fiber ingredient in wheat bread",1990,"Cereal Foods World",35,6,560,562,"2014-05-13 11:52:48","2014-05-13 11:52:48"
158,D3919,"I.M. Heinonen, V. Ollilainen, E. Linkola, P. Varo, P. Koivistoinen","Carotenoids in Finnish Foods:  Vegetables, Fruits, and Berries",1989,"Journal  of Agriculture and Food Chemistry",37,,655,659,"2014-05-13 11:52:48","2014-05-13 11:52:48"
159,D3901,"F Khachik, G R Beecher, N F Whittaker","Separation, identification and quantification of the major carotenoid and chlorophyll constituents in extracts of several green vegetables by liquid chromatography",1986,"J Agr Food Chem",34,,603,616,"2014-05-13 11:52:48","2014-05-13 11:52:48"
160,D3311,"A. Hughes, R.C. Lindsay","Liquid chromatographic analysis of sugars and mannitol in cabbage and fermenting sauerkraut",1985,"Journal of Food Science",50,6,1662,1667,"2014-05-13 11:52:48","2014-05-13 11:52:48"
161,D5008,"Jan Stannard, Youn Soo Shim, Maria Kritsineli, Panagiota Labropoulou, Anthi Tsamtsouris","Fluoride Levels and Fluoride COntamination of Fruit Juices",1991,"The Journal of Clinical Pediatric Dentistry",16,,38,40,"2014-05-13 11:52:48","2014-05-13 11:52:48"
162,D5202,"V Chaudhary, F Weber","Dietary fiber ingredients obtained by processing brewer's dried grain",1990,"Journal of Food Science",55,2,551,553,"2014-05-13 11:52:48","2014-05-13 11:52:48"
163,D5901,"M. Soylak, M. Tuzen, I. Narin, H. Sari","Comparison of microwave, dry and wet digestion procedures for the determination of trace metal contents in spice samples produced in Turkey",2004,"Journal of Food and Drug Analysis",12,3,254,258,"2014-05-13 11:52:48","2014-05-13 11:52:48"
164,D4602,"P.J. McLaughlin, J. Weihrauch","Vitamin E content of foods",1979,"Journal of the American Dietetic Association",75,6,647,665,"2014-05-13 11:52:48","2014-05-13 11:52:48"
165,D4682,"K.U. Pradeep","Common Indian spices:  Nutrient composition, consumption and contribution to dietary value",1993,"Plant Food for Human Nutrition",44,,137,148,"2014-05-13 11:52:48","2014-05-13 11:52:48"
166,D6342,"L. Normen, L. Ellegard, H. Brants, P. Dutta, H. Andersson","A phytosterol database: Fatty foods consumed in Sweden and the Netherlands",2007,"Jorunal of Food Composition and Analysis",20,,193,201,"2014-05-13 11:52:48","2014-05-13 11:52:48"
167,D342,"J. A. Bowers, J. Craig","Components of B6 in Turkey Breast Muscle",1978,"Journal of Food Science",43,5,1619,,"2014-05-13 11:52:48","2014-05-13 11:52:48"
168,D463,"H.T. Chan","Tropical Foods - the Chemistry & Biochemistry of Papaya",1979,"Academic Press",1,,,,"2014-05-13 11:52:48","2014-05-13 11:52:48"
169,D501,"O.S. Abou-Fadel, L.T. Miller","Vitamin retention, color and texture in thermally processed green beans and royal ann cherries packed in pouches and cans",1983,"Journal of Food Science",48,3,920,923,"2014-05-13 11:52:48","2014-05-13 11:52:48"
170,D566,"J. Leichtev, R. J. Bandoni","Nutrient Content of Mushrooms Grown in British Columbia",1980,"Canadian Institute of Food Technology Journal",13,3,122,,"2014-05-13 11:52:49","2014-05-13 11:52:49"
171,D548,"M. A. Amer, G. J. Brisson","Selenium in Human Food Stuffs Collected at Ste-Foy (Quebec) Food M.L.T.",1973,"Canadian Institute of Food Technology Journal",6,3,184,,"2014-05-13 11:52:49","2014-05-13 11:52:49"
172,D429,"P.E. Johnson, C. Straus, G.W. Evans","Metallocalorie Ratios for Copper, Iron and Zinc in Fruits and Vegetables",1977,"Nutrition Reports International",15,4,469,,"2014-05-13 11:52:49","2014-05-13 11:52:49"
173,D3911,"A T Ogunlesi, C Y Lee","Effect of thermal processing on the stereoisomerization of major carotenoids and vitamin A value of carrots",1979,"Food Chem",4,,311,318,"2014-05-13 11:52:49","2014-05-13 11:52:49"
174,D3949,"H. Muller","Determination of the carotenoid content in selected vegetables and fruit by HPLC and photoiode array detection",1997,"Z. Lebensm Unters Forsch A",204,,88,94,"2014-05-13 11:52:49","2014-05-13 11:52:49"
175,D3842,"T Philip, T S Chen","Quantitative analyses of major carotenoid fatty acid esters in fruits by liquid chromatography: Persimmon and Papaya.",1988,"J. Food Science",53,6,1720,1722,"2014-05-13 11:52:49","2014-05-13 11:52:49"
176,D3843,"F W Quackenbush","Reverse phase HPLC separation of cis- and trans-carotenoids and its application to beta-carotenes in food materials",1987,"J Liq Chrom",10,,643,653,"2014-05-13 11:52:49","2014-05-13 11:52:49"
177,D3869,"B.H. Chen","Studies on the stability of carotenoids in garland chrysanthemums (Ipomoea spp.) as affected by microwave and conventional heating",1995,"J. Food Protection",55,,296,300,"2014-05-13 11:52:49","2014-05-13 11:52:49"
178,D3889,"R J Bushway, A Yang, A M Yamani","Comparison of alpha- and beta-carotene content of supermarket versus roadside stand produce",1987,"J Food Qual",9,,437,443,"2014-05-13 11:52:49","2014-05-13 11:52:49"
179,D3964,"A.J. Speek, S. Speek-Saichua, W.H. P. Schreurs","Total carotenoid and B-carotene contents of Thai vegetables and the effect of processing.",1988,"Food Chemistry",27,,245,257,"2014-05-13 11:52:49","2014-05-13 11:52:49"
180,D4070,"N.J. Miller-Ihli","Atomic absorption and atomic emission spectrometry for the determination of the trace element content of selected fruits consumed in the United States",1996,"Journal of Food Composition and Analysis",9,4,301,311,"2014-05-13 11:52:49","2014-05-13 11:52:49"
181,D5061,"L. Englberger, W. Aalbersberg, P. Ravi, E. Bonnin, G.C. Marks, M.H. Fitzgerald, J. Elymore","Further analyses on Micronesian banana, taro, breadfruit and other foods for provitamin A carotenoids and minerals",2003,"Journal of Food Composition and Analysis",16,,219,236,"2014-05-13 11:52:49","2014-05-13 11:52:49"
182,D5961,"J.I. Rader, C. M. Weaver, G. Angyal","Use of a microbiological assay with tri-enzyme extraction for measurement of pre-fortification levels of folates in enriched cereal-grain products",1998,"Food Chemistry",62,4,451,465,"2014-05-13 11:52:50","2014-05-13 11:52:50"
183,D4581,"R.H. Matthews, P.R. Pehrsson, M. Farhat-Sabet","Sugar Content of Selected Foods:  Individual and Total Sugars",1987,"Home Economics Research Report Number 48",,,,,"2014-05-13 11:52:50","2014-05-13 11:52:50"
184,D4822,"C.W. Weber","The nutritional and chemical evaluation of chia seeds",1991,"Ecology of Food and Nutrition",26,,119,125,"2014-05-13 11:52:50","2014-05-13 11:52:50"
185,D4862,"R. Ayerza, Wayne Coates","An omega-3 fatty acid enriched chia diet: Influence on egg fatty acid composition, cholesterol and oil content",1999,"Canadian Journal of Animal Science",79,,53,58,"2014-05-13 11:52:50","2014-05-13 11:52:50"
186,D7241,"H.V. Kuhnlein","Vitamins A, D, and E in Canadian Arctic traditional food and adult diets",2006,"Journal of Food Composition and Analysis",19,,495,506,"2014-05-13 11:52:50","2014-05-13 11:52:50"
187,D6523,"M.F. Marcone","Starch properties of Amaranthus pumilus (seabeach amaranth): a threatened plant species with potential benefits for the breeding/amelioration of present Amaranthus cultivars",2001,"Food Chemistry",73,,61,66,"2014-05-13 11:52:50","2014-05-13 11:52:50"
188,D6501,"John T. Budin, William M. Breene, Daniel H. Putnam","Some compositional properties of seeds and oils of eight amaranthus species",1996,"Journal of the American Oil Chemists' Society",73,4,475,481,"2014-05-13 11:52:50","2014-05-13 11:52:50"
189,S182,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1982,,,,,,"2014-05-13 11:52:50","2014-05-13 11:52:50"
190,S201,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1984,,,,,,"2014-05-13 11:52:50","2014-05-13 11:52:50"
191,S202,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1985,,,,,,"2014-05-13 11:52:51","2014-05-13 11:52:51"
192,S78,"Produce Marketing Association (PMA)","Nutrient Content of Mushrooms",1982,,,,,,"2014-05-13 11:52:51","2014-05-13 11:52:51"
193,S1161,"Produce Marketing Association (PMA)","Nutrient Content of Tangerines",1992,,,,,,"2014-05-13 11:52:51","2014-05-13 11:52:51"
194,S963,"Produce Marketing Association (PMA)","Nutrient Content of Raspberries",1990,,,,,,"2014-05-13 11:52:51","2014-05-13 11:52:51"
195,S611,"Produce Marketing Association (PMA)","Nutrient Content of Pepper",1987,,,,,,"2014-05-13 11:52:51","2014-05-13 11:52:51"
196,S5,"Food and Drug Administration (FDA), DHHS","FDA Study on Labeling",1996,,,,,,"2014-05-13 11:52:51","2014-05-13 11:52:51"
197,S606,"Nutrient Data Laboratory, ARS, USDA","Variability of  the sugar content of foods",1989,,Beltsville,MD,,,"2014-05-13 11:52:51","2014-05-13 11:52:51"
198,S239,"Hillshire Farm & Kahn's","Nutrient Composition of Hillshire Farms and Kahn's Luncheon Meats",1999,,Cincinnati,OH,,,"2014-05-13 11:52:51","2014-05-13 11:52:51"
199,S230,"Carl Buddig","Nutrient Composition of Carl Buddig and Company Luncheon Meats",1999,,"South Holland",IL,,,"2014-05-13 11:52:51","2014-05-13 11:52:51"
200,S227,"Bil Mar Foods","Nutrient Composition of Bil-Mar Foods Luncheon Meats",1999,,Zeeland,MI,,,"2014-05-13 11:52:51","2014-05-13 11:52:51"
201,S282,"Owens Country Sausage","Nutrient Composition of Owens Country Sausage Luncheon Meats",1999,,,,,,"2014-05-13 11:52:51","2014-05-13 11:52:51"
202,S3542,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program, Wave 8h",2004,,Beltsville,MD,,,"2014-05-13 11:52:51","2014-05-13 11:52:51"
203,S2661,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 8e",2004,,Beltsville,MD,,,"2014-05-13 11:52:52","2014-05-13 11:52:52"
204,S1067,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 6f",2002,,Beltsville,MD,,,"2014-05-13 11:52:52","2014-05-13 11:52:52"
205,S1322,"Nutrient Data Laboratory, ARS, USDA","Development/Verification of Nutrient Retention Values in Foods Prepared by Different Cooking Methods",1993,,Beltsville,MD,,,"2014-05-13 11:52:52","2014-05-13 11:52:52"
206,S3281,"Nutrient Data Laboratory, ARS, USDA","Analysis of low-fat and new food items",1993,,Beltsville,MD,,,"2014-05-13 11:52:52","2014-05-13 11:52:52"
207,S2109,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 7h",2003,,Beltsville,MD,,,"2014-05-13 11:52:52","2014-05-13 11:52:52"
208,S18,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 1a",1998,,Beltsville,MD,,,"2014-05-13 11:52:52","2014-05-13 11:52:52"
209,S1381,"National Cancer Institute (NCI), DHHS","NCI Contract No. 1-CN-SS442 - Carotenoids",1988,,,,,,"2014-05-13 11:52:52","2014-05-13 11:52:52"
210,S11,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1996,,,,,,"2014-05-13 11:52:52","2014-05-13 11:52:52"
211,S83,"Hazelnut Marketing Board","Nutrient Content of Hazelnuts",1999,,Aurora,OR,,,"2014-05-13 11:52:52","2014-05-13 11:52:52"
212,S77,"International Nut Council","Nutrient Content of Macadamia Nuts",1999,,,,,,"2014-05-13 11:52:52","2014-05-13 11:52:52"
213,S206,"Food and Drug Administration (FDA), DHHS","FDA Total Diet Study",1998,,,,,,"2014-05-13 11:52:52","2014-05-13 11:52:52"
214,S563,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 5e",2001,,Beltsville,MD,,,"2014-05-13 11:52:52","2014-05-13 11:52:52"
215,S682,"Kellogg, Co.","Kellogg Company Data",2001,,,,,,"2014-05-13 11:52:53","2014-05-13 11:52:53"
216,S4241,"Nutrient Data Laboratory, ARS, USDA","Ground chicken study - NFNAP Wave 9h",2005,,Beltsville,MD,,,"2014-05-13 11:52:53","2014-05-13 11:52:53"
217,S1621,"California Avocado Commission","California Avocado Commission data for avocados 1993-2001",1993,,,,,,"2014-05-13 11:52:53","2014-05-13 11:52:53"
218,S1662,"Nutrient Data Laboratory, ARS, USDA","Food Analysis Laboratory and Control Center Folate Stability Study",2002,,Beltsville,MD,,,"2014-05-13 11:52:53","2014-05-13 11:52:53"
219,S1701,"Ocean Spray Cranberries, Inc.","Nutrient Analysis of Sweetened Dried Cranberries",2002,,,,,,"2014-05-13 11:52:53","2014-05-13 11:52:53"
220,S2203,"Nutrient Data Laboratory, ARS, USDA","USDA Commodity pickup 2001",2001,,Beltsville,MD,,,"2014-05-13 11:52:53","2014-05-13 11:52:53"
